Ident;Save VCi;Create hourly;Thermal;Thermal;Simul;Error;HSol;AzSol;AngInc;AngProf;PlTilt;PlAzim;PhiAng;GlobHor;DiffHor;BeamHor;T_Amb;WindVel;PrecWat;BeamTrp;DifITrp;CircTrp;HBndTrp;AlbTrp;GlobTrp;GincThr;GlobInc;BeamInc;CircInc;DifSInc;Alb_Inc;Bm_Gl;DifA_Gl;DifS_Gl;Alb_Gl;GlobShd;ShdLoss;ShdBLss;ShdCLss;ShdDLss;ShdALss;GlobIAM;IAMLoss;IAMBLss;IAMCLss;IAMDLss;IAMALss;GlobSlg;SlgLoss;SlgBLss;SlgCLss;SlgDLss;SlgALss;GlobEff;BeamEff;CircEff;DiffEff;Alb_Eff;GlobGnd;DiffGnd;ReflLss;BkVFLss;DifSBak;BackShd;GlobBak;ReflFrt;ReflBck;BmIncBk;BmSFBak;BIAMFBk;BeamBak;FTransp;FShdGl;FShdBm;FShdCrc;FShdDif;FShdAlb;FIAMGl;FIAMBm;FIAMCrc;FIAMDif;FIAMAlb;FSlgGl;FSlgBm;FSlgCrc;FSlgDif;FSlgAlb;FIAMShd;FEffDif;FEffAlb;EArrRef;EArrNom;DegrLss;GIncLss;TempLss;SpctCor;ModQual;LIDLoss;MismBak;UnavLss;IL_Oper;IL_Pmin;IL_Vmin;IL_Pmax;IL_Vmax;IL_Imax;IL_Nigh;Aux_Lss;EUseful;TotInstCost;ModuleCost;InverterCost;OptimizerCost;BatteryCost;OwnFunds;TotLoan;AvgOpCost_yr;LCOE;NPV;IRR;PaybackPeriod;ROI
;;file;Uc fact;Uw fact;Comment;;�;�;�;�;�;�;�;kWh/m�;kWh/m�;kWh/m�;캜;m/s;m;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;ratio;ratio;ratio;ratio;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;kWh/m�;ratio;ratio;kWh/m�;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;ratio;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh
;Y/N;File name;[W/m2K];[W/m2K];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIM_219;Y;Bomen solar farm 2021 20 0.8 Perez model.csv;20;0.8;24_10_08_Match_measured_inv_2_219;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.343;;0.031;0.111;0.018;0.159;0.071;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.218;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_220;Y;Bomen solar farm 2021 20 0.9 Perez model.csv;20;0.9;24_10_08_Match_measured_inv_2_220;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.336;;0.031;0.112;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.224;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_221;Y;Bomen solar farm 2021 20 1.0 Perez model.csv;20;1;24_10_08_Match_measured_inv_2_221;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.329;;0.031;0.112;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.229;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_222;Y;Bomen solar farm 2021 20 1.1 Perez model.csv;20;1.1;24_10_08_Match_measured_inv_2_222;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.323;;0.032;0.112;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.235;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_223;Y;Bomen solar farm 2021 20 1.2 Perez model.csv;20;1.2;24_10_08_Match_measured_inv_2_223;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.317;;0.032;0.112;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.240;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_224;Y;Bomen solar farm 2021 20 1.3 Perez model.csv;20;1.3;24_10_08_Match_measured_inv_2_224;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.311;;0.032;0.112;0.018;0.161;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.245;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_225;Y;Bomen solar farm 2021 20 1.4 Perez model.csv;20;1.4;24_10_08_Match_measured_inv_2_225;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.305;;0.032;0.112;0.018;0.161;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.251;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_226;Y;Bomen solar farm 2021 20 1.5 Perez model.csv;20;1.5;24_10_08_Match_measured_inv_2_226;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.300;;0.032;0.112;0.018;0.161;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.255;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_227;Y;Bomen solar farm 2021 20 1.6 Perez model.csv;20;1.6;24_10_08_Match_measured_inv_2_227;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.294;;0.032;0.113;0.018;0.161;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_228;Y;Bomen solar farm 2021 20 1.7 Perez model.csv;20;1.7;24_10_08_Match_measured_inv_2_228;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.289;;0.032;0.113;0.018;0.161;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.264;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_229;Y;Bomen solar farm 2021 20 1.8 Perez model.csv;20;1.8;24_10_08_Match_measured_inv_2_229;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.284;;0.032;0.113;0.018;0.162;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.269;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_230;Y;Bomen solar farm 2021 20 1.9 Perez model.csv;20;1.9;24_10_08_Match_measured_inv_2_230;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.279;;0.032;0.113;0.018;0.162;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.273;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_231;Y;Bomen solar farm 2021 20 2.0 Perez model.csv;20;2;24_10_08_Match_measured_inv_2_231;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.275;;0.032;0.113;0.018;0.162;0.073;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.277;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_232;Y;Bomen solar farm 2021 21 0.0 Perez model.csv;21;0;24_10_08_Match_measured_inv_2_232;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.385;;0.031;0.110;0.018;0.158;0.070;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.180;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_233;Y;Bomen solar farm 2021 21 0.1 Perez model.csv;21;0.1;24_10_08_Match_measured_inv_2_233;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.376;;0.031;0.111;0.018;0.158;0.070;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_234;Y;Bomen solar farm 2021 21 0.2 Perez model.csv;21;0.2;24_10_08_Match_measured_inv_2_234;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.368;;0.031;0.111;0.018;0.159;0.071;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.196;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_235;Y;Bomen solar farm 2021 21 0.3 Perez model.csv;21;0.3;24_10_08_Match_measured_inv_2_235;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.360;;0.031;0.111;0.018;0.159;0.071;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.202;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_236;Y;Bomen solar farm 2021 21 0.4 Perez model.csv;21;0.4;24_10_08_Match_measured_inv_2_236;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.352;;0.031;0.111;0.018;0.159;0.071;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.210;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_237;Y;Bomen solar farm 2021 21 0.5 Perez model.csv;21;0.5;24_10_08_Match_measured_inv_2_237;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.344;;0.031;0.111;0.018;0.160;0.071;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.216;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_238;Y;Bomen solar farm 2021 21 0.6 Perez model.csv;21;0.6;24_10_08_Match_measured_inv_2_238;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.337;;0.031;0.111;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.223;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
SIM_239;Y;Bomen solar farm 2021 21 0.7 Perez model.csv;21;0.7;24_10_08_Match_measured_inv_2_239;Warning: The number of rows defined in the bifacial model (3972) differs from the PVsyst estimate (72).;143617;-54.88;554180;180320;131998;358470;78.07;1628;546.0;1082;13.43;3.710;0.000;1467;311.2;270.1;22.36;26.61;2098;-0.509;2098;1467;270.2;334.0;26.61;0.6994;0.1717;0.0000;0.0233;2057;41.34;0.000;0.000;17.34;24.00;2028;23.45;10.01;1.947;11.22;0.271;2051;5.378;3.865;0.701;0.804;0.007;2034;1453;267.5;304.6;2.334;783.2;213.6;637.1;237.2;19.27;8.981;129.2;6.215;118.9;0.000;0.4550;0.0000;0.000;1.289;0.9803;1.000;1.000;0.9443;0.5100;0.9886;0.9932;1.000;0.9617;0.9891;0.9974;0.9974;1.000;0.9974;0.9974;0.9666;0.9057;0.5031;4.795;4.881;0.029;0.023;0.331;;0.031;0.112;0.018;0.160;0.072;0.000;0.000;0.000;0.000;0.000;0.002;0.758;3.228;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
