Day of year,Hour,Minute,Period (h),Flag,Message,Solar zenith (degrees),Solar elevation (degrees),Solar azimuth (degrees),GHI (W/m2),DHI (W/m2),DNI (W/m2),Diffuse fraction,Ambient temperature (°C),Wind velocity (m/s),Wind direction,Opaque cloud fraction,Air mass,Precipitable water vapour (cm),Ozone (atm.cm),Aerosol optical density,Relative humidity (%),Far field albedo (%),Surface pressure (mb),Module tilt (degrees),Incident angle (degrees),VF power for Tmod [average] (W/m2),VF power for Tmod front [average] (W/m2),VF power for Tmod rear [average] (W/m2),Module temperature [average] (C),Power - no mismatch @25C [unit-system] (W),Power - no mismatch [unit-system] (W),Power [unit-system] (W),Vmp [average] (V),Imp [average] (A),Imp [minimum] (A),Voc [average] (V),Isc [average] (A),Jfront [average] (A/cm2),Ifront [average] (A),Jrear [average] (A/cm2),Irear [average] (A),Temperature loss (W),Cell-to-cell mismatch loss (W)
268,23,0,1,Night,,143.1361541748047,-53.13615798950195,193.31370544433594,0,0,0,0,1.100091576576233,2.719899892807007,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,1.100000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,1,Night,,143.27822875976562,-53.278228759765625,168.1464080810547,0,0,0,0,0.8002868890762329,2.530100107192993,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,0.8000122308731079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,0,1,Night,,138.39138793945312,-48.391380310058594,145.57305908203125,0,0,0,0,0.20000609755516052,2.610100030899048,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,0.20000609755516052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2,0,1,Night,,129.95501708984375,-39.955013275146484,128.1976776123047,0,0,0,0,-0.00009765625145519152,2.8798999786376953,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,-0.00000610351571594947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,3,0,1,Night,,119.48760986328125,-29.487613677978516,115.08734130859375,0,0,0,0,-0.5000060796737671,3.2500998973846436,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,-0.5000060796737671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,4,0,1,Night,,107.95034790039062,-17.950345993041992,104.61749267578125,0,0,0,0,-0.5000060796737671,3.6698999404907227,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,-0.5000060796737671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,5,0,1,Night,Sun below height limit of 1 degrees.,89.61071014404297,0.3892877697944641,91.53175354003906,0,0,0,0,-0.7399963140487671,4.039999961853027,=NA(),0,32.66740798950195,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,-0.7399963140487671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,6,0,1,Day,,83.39081573486328,6.609182357788086,86.89517974853516,142.6999969482422,128.9920196533203,119.0999984741211,0.9039384722709656,1.199792504310608,4.800000190734863,=NA(),=NA(),8.131574630737305,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,9.655268669128418,73.75013732910156,248.59500122070312,241.64498901367188,6.949999809265137,11.732507705688477,1166.0999755859375,1216.2099609375,1205.32958984375,41.74877166748047,1.8044419288635254,1.7950937747955322,47.03765869140625,1.9447523355484009,0.006940562278032303,0,0.0001591875043231994,0,-50.1099853515625,10.88037109375
269,7,0,1,Day,,71.30316925048828,18.69683265686035,77.89620208740234,344.5899963378906,252.36790466308594,287.69000244140625,0.7323715090751648,6.289910793304443,6.059899806976318,=NA(),=NA(),3.0947530269622803,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,33.58287811279297,38.798065185546875,599.75,576.2900390625,23.459999084472656,30.535608291625977,3562.68994140625,3492.570068359375,3497.257568359375,39.54693603515625,5.527115821838379,5.454323768615723,46.4563102722168,5.8258538246154785,0.020455624908208847,0,0.0005998124834150076,0,70.119873046875,-4.6875
269,8,0,1,Day,,59.58983612060547,30.410165786743164,67.59442901611328,558.010009765625,322.1775817871094,465.8999938964844,0.5773687958717346,10.189996719360352,5.769999980926514,=NA(),=NA(),1.9705746173858643,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,57.59011459350586,19.19120216369629,857.9450073242188,800.5999755859375,57.345001220703125,45.05126190185547,5196.9501953125,4857.2998046875,4862.18701171875,37.69414520263672,8.062089920043945,7.934239864349365,45.279747009277344,8.521739959716797,0.029379937797784805,0,0.0012546875514090061,0,339.650390625,-4.88720703125
269,9,0,1,Day,,48.82413864135742,41.17586135864258,54.67414474487305,734.4000244140625,330.68609619140625,613.2000122070312,0.4502806067466736,12.929986953735352,4.949900150299072,=NA(),=NA(),1.5171518325805664,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,43.007537841796875,25.79969024658203,956.9349975585938,903.4500122070312,53.48500061035156,52.003746032714844,5811.52978515625,5304.509765625,5310.2353515625,36.75718688964844,9.029300689697266,8.949503898620605,44.60521697998047,9.561395645141602,0.03308187425136566,0,0.0011926250299438834,0,507.02001953125,-5.7255859375
269,10,0,1,Day,,39.949363708496094,50.050636291503906,37.28949737548828,851.4000244140625,306.42303466796875,710.8900146484375,0.3599048852920532,14.450006484985352,4.28000020980835,=NA(),=NA(),1.3035818338394165,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,26.90553855895996,30.72066879272461,983.3099975585938,926.4649658203125,56.845001220703125,54.781883239746094,5925.75,5356.5400390625,5361.15966796875,36.393104553222656,9.207035064697266,9.171008110046387,44.28822326660156,9.74997615814209,0.03368368744850159,0,0.0012701250379905105,0,569.2099609375,-4.61962890625
