Day of year,Hour,Minute,Period (h),Flag,Message,Solar zenith (degrees),Solar elevation (degrees),Solar azimuth (degrees),GHI (W/m2),DHI (W/m2),DNI (W/m2),Diffuse fraction,Ambient temperature (°C),Wind velocity (m/s),Wind direction,Opaque cloud fraction,Air mass,Precipitable water vapour (cm),Ozone (atm.cm),Aerosol optical density,Relative humidity (%),Far field albedo (%),Surface pressure (mb),Module tilt (degrees),Incident angle (degrees),VF power for Tmod [average] (W/m2),VF power for Tmod front [average] (W/m2),VF power for Tmod rear [average] (W/m2),Module temperature [average] (C),Power - no mismatch @25C [unit-system] (W),Power - no mismatch [unit-system] (W),Power [unit-system] (W),Vmp [average] (V),Imp [average] (A),Imp [minimum] (A),Voc [average] (V),Isc [average] (A),Jfront [average] (A/cm2),Ifront [average] (A),Jrear [average] (A/cm2),Irear [average] (A),Temperature loss (W),Cell-to-cell mismatch loss (W)
207,15,0,1,Day,,71.1030044555664,18.896995544433594,311.89508056640625,128.69000244140625,126.5555191040039,6.59060001373291,0.9834137558937073,13.800012588500977,3.1098999977111816,=NA(),=NA(),3.063732624053955,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,-60,39.481346130371094,135.59500122070312,108.33499908447266,27.260000228881836,19.396875381469727,740.9299926757812,754.0499877929688,751.0963745117188,39.70494842529297,1.1820217370986938,1.1165189743041992,45.18858337402344,1.259769082069397,0.004038562532514334,0,0.0004189999890513718,0,-13.1199951171875,2.95361328125
207,16,0,1,Day,,80.90302276611328,9.09697437286377,301.4181823730469,35.70899963378906,35.628841400146484,0.5070000290870667,0.997755229473114,12.999994277954102,3.059999942779541,=NA(),=NA(),6.098759174346924,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,-16.010892868041992,67.39392852783203,37.44000244140625,34.71500015258789,2.7300000190734863,14.549371719360352,191.39999389648438,198.75999450683594,198.8611297607422,38.2108039855957,0.3252667486667633,0.3203640580177307,43.64115524291992,0.3495023548603058,0.0011786874383687973,0,0.000056437500461470336,0,-7.3600006103515625,-0.10113525390625
207,17,0,1,Night,Sun above horizon but GHI below 1,88.1404800415039,1.8595185279846191,295.0931701660156,0,0,0,0,11.100000381469727,3.309999942779541,=NA(),0,20.211149215698242,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,11.100000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,18,0,1,Night,,103.65142822265625,-13.651424407958984,284.2940979003906,0,0,0,0,9.589899063110352,3.559999942779541,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,9.589990615844727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,19,0,1,Night,,115.68690490722656,-25.686904907226562,276.42822265625,0,0,0,0,8.919794082641602,3.640000104904175,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,8.920007705688477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,20,0,1,Night,,127.92805480957031,-37.92805099487305,268.0712585449219,0,0,0,0,8.990198135375977,3.4000000953674316,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,8.990015029907227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,21,0,1,Night,,140.09458923339844,-50.0945930480957,257.96826171875,0,0,0,0,9.770013809204102,3.1898999214172363,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,9.770013809204102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,22,0,1,Night,,151.67813110351562,-61.678138732910156,243.2755126953125,0,0,0,0,9.280115127563477,3,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,9.279993057250977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,23,0,1,Night,,161.17335510253906,-71.17335510253906,216.3258056640625,0,0,0,0,9.480188369750977,2.8798999786376953,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,9.480005264282227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,1,Night,,163.9835662841797,-73.98356628417969,168.61337280273438,0,0,0,0,9.700189590454102,2.8299999237060547,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,9.700006484985352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,0,1,Night,,157.41818237304688,-67.4181900024414,129.4719696044922,0,0,0,0,8.600000381469727,2.7701001167297363,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,8.600000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2,0,1,Night,,146.66998291015625,-56.66998291015625,109.41859436035156,0,0,0,0,8.280206680297852,2.759999990463257,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,8.279993057250977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,3,0,1,Night,,134.7270965576172,-44.72709655761719,97.30805206298828,0,0,0,0,7.560296535491943,2.9200000762939453,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,7.559991359710693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4,0,1,Night,,122.47754669189453,-32.47754669189453,88.19953155517578,0,0,0,0,7.380212306976318,3.199899911880493,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,7.379998683929443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,5,0,1,Night,,110.28512573242188,-20.285127639770508,80.1790542602539,0,0,0,0,7.400109767913818,3.4700000286102295,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,7.399987697601318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,6,0,1,Night,,98.40072631835938,-8.40073013305664,72.2860336303711,0,0,0,0,6.819787502288818,3.7899999618530273,=NA(),0,64.81599426269531,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,0,0,0,0,0,6.820001125335693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,7,0,1,Day,,85.78569793701172,4.214300632476807,63.08643341064453,63.409000396728516,60.689388275146484,37.007999420166016,0.9571099877357483,6.880212306976318,4.539899826049805,=NA(),=NA(),11.819409370422363,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,6.826229572296143,79.70801544189453,86.76000213623047,83.75,3.009999990463257,10.568750381469727,379.3500061035156,398.75,398.5330810546875,39.877281188964844,0.6246241927146912,0.6221526265144348,45.32445526123047,0.6651925444602966,0.002291375072672963,0,0.0000653750030323863,0,-19.399993896484375,0.2169189453125
208,8,0,1,Day,,76.31414794921875,13.685851097106934,54.28797149658203,234.89999389648438,189.7333984375,190.89999389648438,0.807719886302948,8.850000381469727,4.639999866485596,=NA(),=NA(),4.16025972366333,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,27.605314254760742,54.88450241088867,387.0950012207031,374.2149963378906,12.880000114440918,24.4581241607666,2265.35986328125,2264.820068359375,2267.440185546875,40.037200927734375,3.5395941734313965,3.4986774921417236,46.405155181884766,3.7236125469207764,0.01283743791282177,0,0.000280875014141202,0,0.539794921875,-2.6201171875
208,9,0,1,Day,,67.11064147949219,22.889360427856445,42.96508026123047,392,266.6015930175781,322.3999938964844,0.6801061034202576,11.679986953735352,5.330100059509277,=NA(),=NA(),2.558161973953247,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,58.223243713378906,42.388023376464844,568.9400024414062,524.9849853515625,43.959999084472656,34.783103942871094,3370.85009765625,3258.050048828125,3262.11865234375,38.92576599121094,5.23786735534668,5.114996433258057,45.75127410888672,5.5215983390808105,0.01846124976873398,0,0.0008997499826364219,0,112.800048828125,-4.068603515625
208,10,0,1,Day,,59.84830856323242,30.151689529418945,29.36714744567871,508.989990234375,297.8770751953125,420.29998779296875,0.5852317214012146,14.129999160766602,6.539899826049805,=NA(),=NA(),1.9857509136199951,1.4163999557495117,0.34380000829696655,0.08399999886751175,=NA(),20,1013.25,40.17223358154297,48.9015007019043,610.1900024414062,573.8349609375,36.355003356933594,38.93248748779297,3621.300048828125,3452.25,3457.086669921875,38.38794708251953,5.628615379333496,5.542011737823486,45.341251373291016,5.93755578994751,0.020039375871419907,0,0.0007363124750554562,0,169.050048828125,-4.836669921875
