file directory,inverter_id,model_name,Uc,Uv,RMSE,MBE,CRMSE,The optimised scale factor
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.0 Hay model.csv,1-Jan,Hay,10,0,0.925625224,9.62E-14,0.925625224,1.00987561
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.1 Hay model.csv,1-Jan,Hay,10,0.1,0.928998059,1.01E-14,0.928998059,1.007286262
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.2 Hay model.csv,1-Jan,Hay,10,0.2,0.930698058,-7.42E-14,0.930698058,1.004962086
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.3 Hay model.csv,1-Jan,Hay,10,0.3,0.931715901,-1.60E-14,0.931715901,1.002994706
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.4 Hay model.csv,1-Jan,Hay,10,0.4,0.932590411,-4.09E-15,0.932590411,1.001337469
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.5 Hay model.csv,1-Jan,Hay,10,0.5,0.932974651,1.79E-14,0.932974651,0.999538728
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.6 Hay model.csv,1-Jan,Hay,10,0.6,0.933352384,-4.42E-15,0.933352384,0.998044911
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.7 Hay model.csv,1-Jan,Hay,10,0.7,0.933620587,2.29E-14,0.933620587,0.99665312
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.8 Hay model.csv,1-Jan,Hay,10,0.8,0.933699057,-8.95E-15,0.933699057,0.995207473
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 0.9 Hay model.csv,1-Jan,Hay,10,0.9,0.933960854,-1.11E-14,0.933960854,0.994072127
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.0 Hay model.csv,1-Jan,Hay,10,1,0.934143841,-9.12E-15,0.934143841,0.992918583
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.1 Hay model.csv,1-Jan,Hay,10,1.1,0.934300192,-2.31E-14,0.934300192,0.991769271
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.2 Hay model.csv,1-Jan,Hay,10,1.2,0.93453862,2.70E-14,0.93453862,0.990792856
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.3 Hay model.csv,1-Jan,Hay,10,1.3,0.934449183,-4.46E-15,0.934449183,0.989729575
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.4 Hay model.csv,1-Jan,Hay,10,1.4,0.934443757,2.29E-17,0.934443757,0.988788862
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.5 Hay model.csv,1-Jan,Hay,10,1.5,0.934561413,-1.92E-14,0.934561413,0.987968446
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.6 Hay model.csv,1-Jan,Hay,10,1.6,0.934626412,-7.92E-14,0.934626412,0.987129977
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.7 Hay model.csv,1-Jan,Hay,10,1.7,0.934714989,5.59E-14,0.934714989,0.986360659
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.8 Hay model.csv,1-Jan,Hay,10,1.8,0.934794865,-2.28E-14,0.934794865,0.985569495
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 1.9 Hay model.csv,1-Jan,Hay,10,1.9,0.934888221,-8.87E-14,0.934888221,0.984819298
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 10 2.0 Hay model.csv,1-Jan,Hay,10,2,0.934993372,5.09E-14,0.934993372,0.984139915
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.0 Hay model.csv,1-Jan,Hay,11,0,1.254271648,-9.15E-14,1.254271648,1.098851812
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.1 Hay model.csv,1-Jan,Hay,11,0.1,1.152677224,-6.05E-14,1.152677224,1.081296193
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.2 Hay model.csv,1-Jan,Hay,11,0.2,1.090140896,-1.16E-14,1.090140896,1.067770689
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.3 Hay model.csv,1-Jan,Hay,11,0.3,1.053596841,4.64E-15,1.053596841,1.056861386
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.4 Hay model.csv,1-Jan,Hay,11,0.4,1.030683797,7.75E-14,1.030683797,1.047557046
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.5 Hay model.csv,1-Jan,Hay,11,0.5,1.016965977,-6.48E-14,1.016965977,1.039859495
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.6 Hay model.csv,1-Jan,Hay,11,0.6,1.008734749,-2.05E-14,1.008734749,1.033554263
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\per_inv\1-1\optimise\Hay\Bomen solar farm 2021 11 0.7 Hay model.csv,1-Jan,Hay,11,0.7,1.001941001,-4.35E-14,1.001941001,1.028304623
